fk,source,last_updated,name,value
2015-001373MIS,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))"
2015-001373MIS,ppts,2020-01-29,record_id,2015-001373MIS
2015-001373MIS,ppts,2020-01-29,date_opened,02/06/2015 12:00:00 AM +0000
2015-001373MIS,ppts,2020-01-29,status,Closed - Approved
2015-001373MIS,ppts,2020-01-29,date_closed,02/19/2015 12:00:00 AM +0000
2015-001373MIS,ppts,2020-01-29,address,8 10TH ST 94103
2015-001373MIS,ppts,2020-01-29,record_type,Misc. Permits-REF (MIS)
2015-001373MIS,ppts,2020-01-29,record_type_category,MIS
2015-001373MIS,ppts,2020-01-29,name,8 - 10th Street
2015-001373MIS,ppts,2020-01-29,description,"CH Parking, LLC"
2015-001373MIS,ppts,2020-01-29,planner_name,Anne Brask
2015-001373MIS,ppts,2020-01-29,planner_email,anne.brask@sfgov.org
2015-001373MIS,ppts,2020-01-29,planner_phone,415-575-9078
2016-015522ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))"
2016-015522ENF,ppts,2020-01-29,record_id,2016-015522ENF
2016-015522ENF,ppts,2020-01-29,date_opened,12/05/2016 12:00:00 AM +0000
2016-015522ENF,ppts,2020-01-29,status,Closed - No Violation
2016-015522ENF,ppts,2020-01-29,date_closed,12/06/2016 12:00:00 AM +0000
2016-015522ENF,ppts,2020-01-29,address,8 10TH ST 94103
2016-015522ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
2016-015522ENF,ppts,2020-01-29,record_type_category,ENF
2016-015522ENF,ppts,2020-01-29,name,8 - 10th street #3506
2016-015522ENF,ppts,2020-01-29,description,running an illegal business with 5 to 6 employees in the daytime
2016-015522ENF,ppts,2020-01-29,planner_name,Dario Jones
2016-015522ENF,ppts,2020-01-29,planner_email,dario.jones@sfgov.org
2016-015522ENF,ppts,2020-01-29,planner_phone,415-558-6477
863PRV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467194508 37.763024399, -122.467200255 37.763106663, -122.466785761 37.763124865, -122.466780014 37.763042601, -122.467194508 37.763024399)))"
863PRV,ppts,2020-01-29,record_id,863PRV
863PRV,ppts,2020-01-29,date_opened,09/04/2001 12:00:00 AM +0000
863PRV,ppts,2020-01-29,status,Closed - Informational
863PRV,ppts,2020-01-29,date_closed,09/05/2001 12:00:00 AM +0000
863PRV,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
863PRV,ppts,2020-01-29,record_type,Project Review Meetings (PRV)
863PRV,ppts,2020-01-29,record_type_category,PRV
863PRV,ppts,2020-01-29,name,"Project Review Meeting with Carol Reif
MULTIPOLYGON (((-122.390146674 37.787310971"
863PRV,ppts,2020-01-29,description,-122.39047725 37.78704965
863PRV,ppts,2020-01-29,parent,-122.389797269 37.787587174
863PRV,ppts,2020-01-29,children,"-122.390146674 37.787310971)))"""
863PRV,ppts,2020-01-29,planner_name,V09-055
863PRV,ppts,2020-01-29,planner_email,06/03/2009 12:00:00 AM +0000
863PRV,ppts,2020-01-29,planner_phone,Closed - Appeal Denied
2002.0430C,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))"
2002.0430C,ppts,2020-01-29,record_id,2002.0430C
2002.0430C,ppts,2020-01-29,date_opened,04/23/2002 12:00:00 AM +0000
2002.0430C,ppts,2020-01-29,status,Closed - Approved
2002.0430C,ppts,2020-01-29,date_closed,07/17/2003 12:00:00 AM +0000
2002.0430C,ppts,2020-01-29,address,"389 09TH AV, SAN FRANCISCO, CA 94118"
2002.0430C,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
2002.0430C,ppts,2020-01-29,record_type_category,CUA
2002.0430C,ppts,2020-01-29,name,378 10TH AV
2002.0430C,ppts,2020-01-29,description,Installation of WTS facility with 12 Antenna on roof
2002.0430C,ppts,2020-01-29,parent,2002.0430
2002.0430C,ppts,2020-01-29,planner_name,Jonas Ionin
2002.0430C,ppts,2020-01-29,planner_email,jonas.ionin@sfgov.org
2002.0430C,ppts,2020-01-29,planner_phone,415-558-6309
2003.1310,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466662284 37.761357372, -122.467074263 37.761339294, -122.467079053 37.761407847, -122.466667073 37.761425926, -122.466662284 37.761357372)))"
2003.1310,ppts,2020-01-29,record_id,2003.1310
2003.1310,ppts,2020-01-29,date_opened,12/16/2003 12:00:00 AM +0000
2003.1310,ppts,2020-01-29,status,Closed
2003.1310,ppts,2020-01-29,address,"1438 10TH AV, SAN FRANCISCO, CA 94122"
2003.1310,ppts,2020-01-29,record_type,Project Profile (PRJ)
2003.1310,ppts,2020-01-29,record_type_category,PRJ
2003.1310,ppts,2020-01-29,name,1438 10TH AV
2003.1310,ppts,2020-01-29,description,2 UNIT CONDO CONVERSION
2003.1310,ppts,2020-01-29,children,2003.1310Q
2002.0430,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))"
2002.0430,ppts,2020-01-29,record_id,2002.0430
2002.0430,ppts,2020-01-29,date_opened,04/23/2002 12:00:00 AM +0000
2002.0430,ppts,2020-01-29,status,Closed
2002.0430,ppts,2020-01-29,address,"389 09TH AV, SAN FRANCISCO, CA 94118"
2002.0430,ppts,2020-01-29,record_type,Project Profile (PRJ)
2002.0430,ppts,2020-01-29,record_type_category,PRJ
2002.0430,ppts,2020-01-29,name,378 10TH AV
2002.0430,ppts,2020-01-29,description,Installation of WTS facility with 12 Antenna on roof
2002.0430,ppts,2020-01-29,children,2002.0430C
2016-010699ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466816413 37.763563605, -122.466814497 37.763536184, -122.467228993 37.763517982, -122.467233783 37.763586535, -122.46690564 37.763600945, -122.466819287 37.763604738, -122.466816413 37.763563605)))"
2016-010699ENF,ppts,2020-01-29,record_id,2016-010699ENF
2016-010699ENF,ppts,2020-01-29,date_opened,08/18/2016 12:00:00 AM +0000
2016-010699ENF,ppts,2020-01-29,status,Closed - Abated
2016-010699ENF,ppts,2020-01-29,date_closed,09/28/2016 12:00:00 AM +0000
2016-010699ENF,ppts,2020-01-29,address,1316 10TH AVE 94122
2016-010699ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
2016-010699ENF,ppts,2020-01-29,record_type_category,ENF
2016-010699ENF,ppts,2020-01-29,name,1316/1318 10th Avenue
2016-010699ENF,ppts,2020-01-29,description,illegal short-term rental - 1316/1318 10th Avenue
2016-010699ENF,ppts,2020-01-29,planner_name,Adrian Putra
2016-010699ENF,ppts,2020-01-29,planner_email,adrian.putra@sfgov.org
2016-010699ENF,ppts,2020-01-29,planner_phone,415-575-9079
2014-002033TDM,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2014-002033TDM,ppts,2020-01-29,record_id,2014-002033TDM
2014-002033TDM,ppts,2020-01-29,date_opened,01/11/2018 12:00:00 AM +0000
2014-002033TDM,ppts,2020-01-29,status,Pending Review
2014-002033TDM,ppts,2020-01-29,address,429 BEALE ST 94105
2014-002033TDM,ppts,2020-01-29,record_type,Transportation Demand Management (TDM)
2014-002033TDM,ppts,2020-01-29,record_type_category,TDM
2014-002033TDM,ppts,2020-01-29,name,429 Beale Street and 430 Main Street
2014-002033TDM,ppts,2020-01-29,description,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces."
2014-002033TDM,ppts,2020-01-29,parent,2014-002033PRJ
2014-002033TDM,ppts,2020-01-29,planner_name,Doug Vu
2014-002033TDM,ppts,2020-01-29,planner_email,doug.vu@sfgov.org
2014-002033TDM,ppts,2020-01-29,planner_phone,415-575-9120
2007.0023C,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))"
2007.0023C,ppts,2020-01-29,record_id,2007.0023C
2007.0023C,ppts,2020-01-29,date_opened,01/04/2007 12:00:00 AM +0000
2007.0023C,ppts,2020-01-29,status,Closed - Withdrawn
2007.0023C,ppts,2020-01-29,date_closed,08/02/2007 12:00:00 AM +0000
2007.0023C,ppts,2020-01-29,address,"389 09TH AV, SAN FRANCISCO, CA 94118"
2007.0023C,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
2007.0023C,ppts,2020-01-29,record_type_category,CUA
2007.0023C,ppts,2020-01-29,name,378 10TH AV
2007.0023C,ppts,2020-01-29,description,WTS installation of approximately six panel antennas and associated cabinets.
2007.0023C,ppts,2020-01-29,parent,2007.0023
2007.0023C,ppts,2020-01-29,planner_name,Jonas Ionin
2007.0023C,ppts,2020-01-29,planner_email,jonas.ionin@sfgov.org
2007.0023C,ppts,2020-01-29,planner_phone,415-558-6309
1997.055D,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))"
1997.055D,ppts,2020-01-29,record_id,1997.055D
1997.055D,ppts,2020-01-29,date_opened,01/16/1997 12:00:00 AM +0000
1997.055D,ppts,2020-01-29,status,Closed
1997.055D,ppts,2020-01-29,date_closed,04/07/1997 12:00:00 AM +0000
1997.055D,ppts,2020-01-29,address,"1578 10TH AV, SAN FRANCISCO, CA 94122"
1997.055D,ppts,2020-01-29,record_type,Discretionary Review - Mandatory (DRM)
1997.055D,ppts,2020-01-29,record_type_category,DRM
1997.055D,ppts,2020-01-29,name,1578 - 10th Avenue
1997.055D,ppts,2020-01-29,description,Demolition of existing building and new construction of a two-family dwelling.
1997.055D,ppts,2020-01-29,parent,1997.055
1997.055D,ppts,2020-01-29,planner_name,Julian Banales
1997.055D,ppts,2020-01-29,planner_email,julian.banales@sfgov.org
1997.055D,ppts,2020-01-29,planner_phone,415-558-6339
2014-002033PRJ,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2014-002033PRJ,ppts,2020-01-29,record_id,2014-002033PRJ
2014-002033PRJ,ppts,2020-01-29,date_opened,11/24/2014 12:00:00 AM +0000
2014-002033PRJ,ppts,2020-01-29,status,Application Accepted
2014-002033PRJ,ppts,2020-01-29,address,429 BEALE ST 94105
2014-002033PRJ,ppts,2020-01-29,record_type,Project Profile (PRJ)
2014-002033PRJ,ppts,2020-01-29,record_type_category,PRJ
2014-002033PRJ,ppts,2020-01-29,name,429 Beale Street and 430 Main Street
2014-002033PRJ,ppts,2020-01-29,description,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces."
2014-002033PRJ,ppts,2020-01-29,children,"2014-002033DNX,2014-002033ENV,2014-002033PPA,2014-002033TDM"
2014-002033PRJ,ppts,2020-01-29,planner_name,Doug Vu
2014-002033PRJ,ppts,2020-01-29,planner_email,doug.vu@sfgov.org
2014-002033PRJ,ppts,2020-01-29,planner_phone,415-575-9120
2014-002033PRJ,ppts,2020-01-29,residential_sq_ft_existing,0
2014-002033PRJ,ppts,2020-01-29,residential_sq_ft_proposed,140970
2014-002033PRJ,ppts,2020-01-29,residential_sq_ft_net,140970
2014-002033PRJ,ppts,2020-01-29,parking_sq_ft_exist,0
2014-002033PRJ,ppts,2020-01-29,parking_sq_ft_proposed,101
2014-002033PRJ,ppts,2020-01-29,parking_sq_ft_net,101
2014-002033PRJ,ppts,2020-01-29,residential_units_studio_existing,0
2014-002033PRJ,ppts,2020-01-29,residential_units_studio_proposed,76
2014-002033PRJ,ppts,2020-01-29,residential_units_studio_net,76
2014-002033PRJ,ppts,2020-01-29,residential_units_1br_existing,0
2014-002033PRJ,ppts,2020-01-29,residential_units_1br_proposed,8
2014-002033PRJ,ppts,2020-01-29,residential_units_1br_net,8
2014-002033PRJ,ppts,2020-01-29,residential_units_2br_existing,0
2014-002033PRJ,ppts,2020-01-29,residential_units_2br_proposed,56
2014-002033PRJ,ppts,2020-01-29,residential_units_2br_net,56
2015-018514GEN,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2015-018514GEN,ppts,2020-01-29,record_id,2015-018514GEN
2015-018514GEN,ppts,2020-01-29,date_opened,10/06/2015 12:00:00 AM +0000
2015-018514GEN,ppts,2020-01-29,status,Closed - Informational
2015-018514GEN,ppts,2020-01-29,date_closed,10/07/2015 12:00:00 AM +0000
2015-018514GEN,ppts,2020-01-29,address,429 BEALE ST 94105
2015-018514GEN,ppts,2020-01-29,record_type,Generic (GEN)
2015-018514GEN,ppts,2020-01-29,record_type_category,GEN
2015-018514GEN,ppts,2020-01-29,name,429 Beale / 430 Main
2015-018514GEN,ppts,2020-01-29,description,Record Request
2015-018514GEN,ppts,2020-01-29,planner_name,Josephine Chen
2015-018514GEN,ppts,2020-01-29,planner_email,josephine.chen@sfgov.org
2015-018514GEN,ppts,2020-01-29,planner_phone,415-575-9199
4081_ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467561946 37.774389437, -122.467979775 37.77437041, -122.467984738 37.774438956, -122.467566908 37.774457981, -122.467562938 37.774403145, -122.467561946 37.774389437)))"
4081_ENF,ppts,2020-01-29,record_id,4081_ENF
4081_ENF,ppts,2020-01-29,date_opened,08/14/2001 12:00:00 AM +0000
4081_ENF,ppts,2020-01-29,status,Closed - Abated
4081_ENF,ppts,2020-01-29,date_closed,11/01/2001 12:00:00 AM +0000
4081_ENF,ppts,2020-01-29,address,"738 10TH AVE, SAN FRANCISCO, CA 94118"
4081_ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
4081_ENF,ppts,2020-01-29,record_type_category,ENF
4081_ENF,ppts,2020-01-29,name,738 10TH AV
4081_ENF,ppts,2020-01-29,description,Tenant is operating a body healing service via physicist & metaphysician methods.  Tenant sees clients through appointments (too many clients).  Property is zoned RH-2; should not be used as commercial use.
2017-011346MIS,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467925194 37.773616411, -122.467766434 37.77362364, -122.467752653 37.773433236, -122.467911412 37.773426022, -122.467925194 37.773616411)))"
2017-011346MIS,ppts,2020-01-29,record_id,2017-011346MIS
2017-011346MIS,ppts,2020-01-29,date_opened,09/05/2017 12:00:00 AM +0000
2017-011346MIS,ppts,2020-01-29,status,Closed - Approved
2017-011346MIS,ppts,2020-01-29,date_closed,09/25/2017 12:00:00 AM +0000
2017-011346MIS,ppts,2020-01-29,address,798 10TH AVE 94118
2017-011346MIS,ppts,2020-01-29,record_type,Misc. Permits-REF (MIS)
2017-011346MIS,ppts,2020-01-29,record_type_category,MIS
2017-011346MIS,ppts,2020-01-29,name,798 - 10th Avenue - Verizon ROW WTS Facility
2017-011346MIS,ppts,2020-01-29,description,Verizon ROW WTS Facility: Installation and operation of wireless equipment and antennas for Verizon on Existing JPA Wood Pole
2017-011346MIS,ppts,2020-01-29,planner_name,Ashley Lindsay
2017-011346MIS,ppts,2020-01-29,planner_email,ashley.lindsay@sfgov.org
2017-011346MIS,ppts,2020-01-29,planner_phone,415-575-9178
2016-002313GEN,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2016-002313GEN,ppts,2020-01-29,record_id,2016-002313GEN
2016-002313GEN,ppts,2020-01-29,date_opened,02/08/2016 12:00:00 AM +0000
2016-002313GEN,ppts,2020-01-29,status,Closed - Informational
2016-002313GEN,ppts,2020-01-29,date_closed,02/12/2016 12:00:00 AM +0000
2016-002313GEN,ppts,2020-01-29,address,429 BEALE ST 94105
2016-002313GEN,ppts,2020-01-29,record_type,Generic (GEN)
2016-002313GEN,ppts,2020-01-29,record_type_category,GEN
2016-002313GEN,ppts,2020-01-29,name,429 Beale / 430 Main - 2014-002033ENV/DNX
2016-002313GEN,ppts,2020-01-29,description,Record Request
2016-002313GEN,ppts,2020-01-29,planner_name,Josephine Chen
2016-002313GEN,ppts,2020-01-29,planner_email,josephine.chen@sfgov.org
2016-002313GEN,ppts,2020-01-29,planner_phone,415-575-9199
2018-000851ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))"
2018-000851ENF,ppts,2020-01-29,record_id,2018-000851ENF
2018-000851ENF,ppts,2020-01-29,date_opened,01/11/2018 12:00:00 AM +0000
2018-000851ENF,ppts,2020-01-29,status,Closed - Abated
2018-000851ENF,ppts,2020-01-29,date_closed,03/16/2018 12:00:00 AM +0000
2018-000851ENF,ppts,2020-01-29,address,8 10TH ST 94103
2018-000851ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
2018-000851ENF,ppts,2020-01-29,record_type_category,ENF
2018-000851ENF,ppts,2020-01-29,name,8 10th Street Illegal Short-Term Rentals by Lessees in MultipleDwelling Units
2018-000851ENF,ppts,2020-01-29,description,"8 10th Street Illegal Short-Term Rentals. Ongoing Illegal Short-Term Rentals by Lesses resulting in quality of life complaints from long-term residents. Listings appear to include persons involved in illegal short-term rentals at multiple properties including Paul Hamadeh & Heigo Paartalu (lLooky homes operation) : https://www.airbnb.com/rooms/18522159; https://www.airbnb.com/rooms/18859942; https://www.airbnb.com/rooms/19590104; https://www.airbnb.com/rooms/20857978; https://www.airbnb.com/rooms/21553816; https://www.airbnb.com/rooms/6186737; https://www.airbnb.com/rooms/6559856; https://www.airbnb.com/rooms/7439398; https://www.airbnb.com/rooms/17027820
MULTIPOLYGON (((-122.39047725 37.78704965"
2018-000851ENF,ppts,2020-01-29,parent,"-122.39047725 37.78704965)))"""
2018-000851ENF,ppts,2020-01-29,children,63564
2018-000851ENF,ppts,2020-01-29,planner_name,10/15/2012 12:00:00 AM +0000
2018-000851ENF,ppts,2020-01-29,planner_email,Closed - Cancelled
2018-000851ENF,ppts,2020-01-29,planner_phone,04/09/2013 12:00:00 AM +0000
2018-000851ENF,ppts,2020-01-29,is_adu,415-575-9107
2017-006823PRJ,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.464740365 37.725176241, -122.464379455 37.725132622, -122.464378561 37.725132508, -122.464377671 37.725132381, -122.464376783 37.725132241, -122.464375898 37.72513209, -122.464375016 37.725131927, -122.464374139 37.725131751, -122.464373265 37.725131563, -122.464372396 37.725131363, -122.46437153 37.725131151, -122.46437067 37.725130927, -122.464369815 37.725130691, -122.464368966 37.725130443, -122.464368121 37.725130184, -122.464367283 37.725129913, -122.46436645 37.72512963, -122.464365626 37.725129336, -122.464364805 37.72512903, -122.464363993 37.725128714, -122.464363187 37.725128385, -122.464362389 37.725128046, -122.464361598 37.725127696, -122.464360816 37.725127335, -122.464360042 37.725126963, -122.464359275 37.725126581, -122.464358518 37.725126188, -122.464357768 37.725125784, -122.464357028 37.72512537, -122.464356297 37.725124946, -122.464355576 37.725124512, -122.464354864 37.725124068, -122.464354162 37.725123612, -122.46435347 37.725123149, -122.464352788 37.725122676, -122.464352117 37.725122194, -122.464351457 37.725121702, -122.464350808 37.725121202, -122.464350169 37.725120691, -122.464349543 37.725120173, -122.464348926 37.725119646, -122.464348322 37.72511911, -122.46434773 37.725118566, -122.46434715 37.725118015, -122.464346583 37.725117455, -122.464346027 37.725116887, -122.464345484 37.725116311, -122.464344954 37.725115729, -122.464344438 37.725115139, -122.464343933 37.725114542, -122.464343442 37.725113937, -122.464342965 37.725113327, -122.4643425 37.725112709, -122.464342049 37.725112086, -122.464341613 37.725111456, -122.464341191 37.72511082, -122.464340781 37.725110179, -122.464340386 37.725109532, -122.464340006 37.725108879, -122.46433964 37.725108222, -122.464339289 37.725107559, -122.464338951 37.725106892, -122.46433863 37.72510622, -122.464338322 37.725105544, -122.46433803 37.725104864, -122.464337753 37.725104179, -122.46433749 37.725103491, -122.464337242 37.725102799, -122.464337011 37.725102104, -122.464336794 37.725101406, -122.464336592 37.725100705, -122.464336407 37.725100002, -122.464336237 37.725099295, -122.464335945 37.725097894, -122.46432729 37.725048488, -122.464319614 37.724998981, -122.464716306 37.724992426, -122.46471789 37.725008343, -122.464719566 37.725024254, -122.46472664 37.725083485, -122.464740365 37.725176241)))"
2017-006823PRJ,ppts,2020-01-29,record_id,2017-006823PRJ
2017-006823PRJ,ppts,2020-01-29,date_opened,06/01/2017 12:00:00 AM +0000
2017-006823PRJ,ppts,2020-01-29,status,Closed
2017-006823PRJ,ppts,2020-01-29,date_closed,10/05/2017 12:00:00 AM +0000
2017-006823PRJ,ppts,2020-01-29,address,101 URBANO DR 94127
2017-006823PRJ,ppts,2020-01-29,record_type,Project Profile (PRJ)
2017-006823PRJ,ppts,2020-01-29,record_type_category,PRJ
2017-006823PRJ,ppts,2020-01-29,name,101 URBANO DR
2017-006823PRJ,ppts,2020-01-29,description,"COMPLY W/ COMPLAINT #201776386, UNIT LEGALIZATION ORD 43-14, LEGALIZATION OF DWELLING UNIT INSTALL WITHOUT PERMIT,. LEGALIZE EISTING KITCHE, BEDRMS & TWO BATHRM. ALL WORK AT GROUND FLOOR."
2017-006823PRJ,ppts,2020-01-29,planner_name,Sylvia Jimenez
2017-006823PRJ,ppts,2020-01-29,planner_email,sylvia.jimenez@sfgov.org
2017-006823PRJ,ppts,2020-01-29,planner_phone,415-575-9187
2017-006823PRJ,ppts,2020-01-29,market_rate_units_existing,1
2017-006823PRJ,ppts,2020-01-29,market_rate_units_proposed,2
2017-006823PRJ,ppts,2020-01-29,market_rate_units_net,1
2017-006823PRJ,ppts,2020-01-29,building_permit_id,201705237369
2675PRV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
2675PRV,ppts,2020-01-29,record_id,2675PRV
2675PRV,ppts,2020-01-29,date_opened,08/06/2003 12:00:00 AM +0000
2675PRV,ppts,2020-01-29,status,Closed - Informational
2675PRV,ppts,2020-01-29,date_closed,08/13/2003 12:00:00 AM +0000
2675PRV,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
2675PRV,ppts,2020-01-29,record_type,Project Review Meetings (PRV)
2675PRV,ppts,2020-01-29,record_type_category,PRV
2675PRV,ppts,2020-01-29,name,1338 and 1348 - 10th Avenue [Oakes Children's Center].  Demolish building and construct a new three-story building.
2675PRV,ppts,2020-01-29,description,1338 and 1348 - 10th Avenue [Oakes Children's Center].  Demolish building and construct a new three-story building.
2675PRV,ppts,2020-01-29,planner_name,David Lindsay
2675PRV,ppts,2020-01-29,planner_email,david.lindsay@sfgov.org
2675PRV,ppts,2020-01-29,planner_phone,415-558-6393
2014-002033ENV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2014-002033ENV,ppts,2020-01-29,record_id,2014-002033ENV
2014-002033ENV,ppts,2020-01-29,date_opened,11/04/2014 12:00:00 AM +0000
2014-002033ENV,ppts,2020-01-29,status,Under Review
2014-002033ENV,ppts,2020-01-29,address,429 BEALE ST 94105
2014-002033ENV,ppts,2020-01-29,record_type,Environmental (ENV)
2014-002033ENV,ppts,2020-01-29,record_type_category,ENV
2014-002033ENV,ppts,2020-01-29,name,429 Beale Street and 430 Main Street
2014-002033ENV,ppts,2020-01-29,description,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces."
2014-002033ENV,ppts,2020-01-29,parent,2014-002033PRJ
2014-002033ENV,ppts,2020-01-29,planner_name,Michael Li
2014-002033ENV,ppts,2020-01-29,planner_email,Michael.J.Li@sfgov.org
2014-002033ENV,ppts,2020-01-29,planner_phone,415-575-9107
1998.176Q,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467668506 37.77592553, -122.468087639 37.775906444, -122.4680926 37.77597499, -122.467673468 37.775994074, -122.467668506 37.77592553)))"
1998.176Q,ppts,2020-01-29,record_id,1998.176Q
1998.176Q,ppts,2020-01-29,date_opened,03/17/1998 12:00:00 AM +0000
1998.176Q,ppts,2020-01-29,status,Closed - Approved
1998.176Q,ppts,2020-01-29,date_closed,04/15/1998 12:00:00 AM +0000
1998.176Q,ppts,2020-01-29,address,"658 10TH AV, SAN FRANCISCO, CA 94118"
1998.176Q,ppts,2020-01-29,record_type,Condo-REF (CND)
1998.176Q,ppts,2020-01-29,record_type_category,CND
1998.176Q,ppts,2020-01-29,name,658 10TH AV
1998.176Q,ppts,2020-01-29,description,Convert 2 units into condominiums
1998.176Q,ppts,2020-01-29,parent,1998.176
EE80.114,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
EE80.114,ppts,2020-01-29,record_id,EE80.114
EE80.114,ppts,2020-01-29,date_opened,03/10/1980 12:00:00 AM +0000
EE80.114,ppts,2020-01-29,status,Closed - CEQA Clearance Issued
EE80.114,ppts,2020-01-29,date_closed,07/11/1980 12:00:00 AM +0000
